path,directory,filename,bytes,words,extension,depth,readable,is_empty,sha256,exact_duplicate_group_size,exact_duplicate_group,duplicate_representative,is_exact_duplicate_copy,analysis_class,substantive_synthesis_included,exclusion_reason,near_duplicate_cluster
StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/27-final-corrected-pre-implementation-blueprint.md,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL,27-final-corrected-pre-implementation-blueprint.md,85973,10551,.md,2,True,False,c9a0bdaf8cc2c3e8fd18ee1440e025737e821477605e34cb57f68d57cf55a8b9,9,XD-070,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/27-final-corrected-pre-implementation-blueprint.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/27-final-corrected-pre-implementation-blueprint.md; representative considered instead.,
StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/29-rbac-decision.md,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL,29-rbac-decision.md,4203,461,.md,2,True,False,992b84c7d063f6b4a9d7db3209d98030705a650c76ad81397f1cd23e391910f7,9,XD-049,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/29-rbac-decision.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/29-rbac-decision.md; representative considered instead.,
StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/PRE-IMPLEMENTATION-BASELINE-V2-MANIFEST.md,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL,PRE-IMPLEMENTATION-BASELINE-V2-MANIFEST.md,8355,619,.md,2,True,False,83d306f7bdf21ace0f44920e572ce82ae14a7b641ac863b6f7a3a9e407473c9f,1,,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/PRE-IMPLEMENTATION-BASELINE-V2-MANIFEST.md,False,metadata_orientation,False,Used for corpus/authority/chronology only; no independent product conclusion relies on it.,
StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/PRE-IMPLEMENTATION-BASELINE-V2-README.md,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL,PRE-IMPLEMENTATION-BASELINE-V2-README.md,4722,531,.md,2,True,False,bc1cd7d984976e2f17c0dc0d47dcd12951f0b832045ec4e8b44edd529649d0e5,2,XD-062,StudyNexus-Independent-Audit-Package-v3/07-HISTORICAL/PRE-IMPLEMENTATION-BASELINE-V2-README.md,True,exact_duplicate_copy,False,Exact byte duplicate of StudyNexus-Independent-Audit-Package-v3/07-HISTORICAL/PRE-IMPLEMENTATION-BASELINE-V2-README.md; representative considered instead.,
StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL/PRE-IMPLEMENTATION-BASELINE-V2-REPORT.md,StudyNexus-Independent-Audit-Package-v4/07-HISTORICAL,PRE-IMPLEMENTATION-BASELINE-V2-REPORT.md,8615,1020,.md,2,True,False,2153a8aa834de3cc41e0fd645a23130470617ff0cee9472dd8ea59960c220c2c,7,XD-013,StudyNexus-Independent-Audit-Package-v3/07-HISTORICAL/PRE-IMPLEMENTATION-BASELINE-V2-REPORT.md,True,exact_duplicate_copy,False,Exact byte duplicate of StudyNexus-Independent-Audit-Package-v3/07-HISTORICAL/PRE-IMPLEMENTATION-BASELINE-V2-REPORT.md; representative considered instead.,
StudyNexus-Independent-Audit-Package-v4/08-INDEPENDENT-AUDIT-GUIDE/AUDIT-QUESTIONS.md,StudyNexus-Independent-Audit-Package-v4/08-INDEPENDENT-AUDIT-GUIDE,AUDIT-QUESTIONS.md,7379,986,.md,2,True,False,5fd19d6ee0480db7740b9eb9f01e0b18d5718a6e6272542e5e1d3a00c27cf71c,1,,StudyNexus-Independent-Audit-Package-v4/08-INDEPENDENT-AUDIT-GUIDE/AUDIT-QUESTIONS.md,False,audit_or_report_mixed,True,,
StudyNexus-Independent-Audit-Package-v4/08-INDEPENDENT-AUDIT-GUIDE/INDEPENDENT-AUDIT-BRIEF.md,StudyNexus-Independent-Audit-Package-v4/08-INDEPENDENT-AUDIT-GUIDE,INDEPENDENT-AUDIT-BRIEF.md,4130,554,.md,2,True,False,000eaaf8f9365a9d88955be8662012a1a9bbcc7066f98103b297aaad0d344c12,1,,StudyNexus-Independent-Audit-Package-v4/08-INDEPENDENT-AUDIT-GUIDE/INDEPENDENT-AUDIT-BRIEF.md,False,audit_or_report_mixed,True,,
StudyNexus-Independent-Audit-Package-v4/MANIFEST.md,StudyNexus-Independent-Audit-Package-v4,MANIFEST.md,12381,1085,.md,1,True,False,461613324cf828ef9f12eb0578c745011bfa4f18df4d9d7c238c4fbe9e65fa55,1,,StudyNexus-Independent-Audit-Package-v4/MANIFEST.md,False,metadata_orientation,False,Used for corpus/authority/chronology only; no independent product conclusion relies on it.,
StudyNexus-Independent-Audit-Package-v4/STUDYNEXUS-INDEPENDENT-AUDIT-PACKAGE-V3-REPORT.md,StudyNexus-Independent-Audit-Package-v4,STUDYNEXUS-INDEPENDENT-AUDIT-PACKAGE-V3-REPORT.md,6094,794,.md,1,True,False,a99ac38a3c41603e8064fb83c18b6560c3a00a3ec8cb3139e221381ad817f30c,1,,StudyNexus-Independent-Audit-Package-v4/STUDYNEXUS-INDEPENDENT-AUDIT-PACKAGE-V3-REPORT.md,False,audit_or_report_mixed,True,,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/MANIFEST.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE,MANIFEST.md,6575,498,.md,2,True,False,b2eff185556a4ff128ad6d3a55ddf517f88942f67a1689b3be62db8c0483b667,2,XD-057,MANIFEST.md,True,exact_duplicate_copy,False,Exact byte duplicate of MANIFEST.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/README.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE,README.md,4792,550,.md,2,True,False,dba3e5acba5fca8202c2e9b5cdae944af55b582ffedfcf3e4904f07a85722c68,1,,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/README.md,False,metadata_orientation,False,Used for corpus/authority/chronology only; no independent product conclusion relies on it.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/00-documentation-audit-report.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,00-documentation-audit-report.md,39641,5118,.md,3,True,False,5de4bd505d046ac30d4344cf9d99b8249c1f0debd8047e3d4659526bf0a4a21e,8,XD-032,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/00-documentation-audit-report.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/00-documentation-audit-report.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/00-reconciliation-proposal.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,00-reconciliation-proposal.md,30005,3693,.md,3,True,False,d3945637546b8b69a4e11e8623719ff34c8314dce3f9cc9605603d3aa675eae3,8,XD-073,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/00-reconciliation-proposal.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/00-reconciliation-proposal.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/01-business-overview.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,01-business-overview.md,12843,1484,.md,3,True,False,70a5bd289c8b2945350cc3dfe27a6f727db770e84a5f60740f529db457c5fde4,9,XD-036,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/01-business-overview.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/01-business-overview.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/02-glossary.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,02-glossary.md,8538,1129,.md,3,True,False,a64bc423478e4c75cc5459bd69f0961c61f6c9d0155a163db003f1e9178b20bc,8,XD-053,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/02-glossary.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/02-glossary.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/03-approved-decisions.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,03-approved-decisions.md,16118,2005,.md,3,True,False,2cea05b2ef3eca41cd7ea37c6b5f9a3246d462eab178a2a4b385ea30335ee620,9,XD-017,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/03-approved-decisions.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/03-approved-decisions.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/04-open-questions.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,04-open-questions.md,7981,1006,.md,3,True,False,11962f984e517c02f753b9b25030e2c1257e98d4169f4be2d5790903792055f4,9,XD-006,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/04-open-questions.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/04-open-questions.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/06-business-workflows.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,06-business-workflows.md,20707,2539,.md,3,True,False,717c602d5b612f3193ab87f473b026b69872a298f7294d71cf1d3f4ddea57f3d,8,XD-037,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/06-business-workflows.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/06-business-workflows.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/07-business-discovery-closure.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,07-business-discovery-closure.md,11123,1331,.md,3,True,False,6ed21ab4b355541e3a5c8a4cd860a7b06b8f438ea6ea7a162bd4d7f841b64129,8,XD-035,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/07-business-discovery-closure.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/07-business-discovery-closure.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/08-traceability-matrix.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,08-traceability-matrix.md,12765,1582,.md,3,True,False,fbbb93de3459a14257b4a82286e6f71d5c42a2f50765e6da0a4d594e795d5530,7,XD-080,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/08-traceability-matrix.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/08-traceability-matrix.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/09-business-discovery-freeze.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,09-business-discovery-freeze.md,4487,592,.md,3,True,False,c1dfad3462d93eaf6070bc556eb819183316c2fa44e110ad57f9c0a1fdfc428c,9,XD-068,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/09-business-discovery-freeze.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/09-business-discovery-freeze.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/11-domain-discovery-topic2.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,11-domain-discovery-topic2.md,92266,10352,.md,3,True,False,b30bcbe451451ab34c823d5257b0050b5dd9917acd788264577a2023766aa0dd,8,XD-058,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/11-domain-discovery-topic2.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/11-domain-discovery-topic2.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/12-domain-discovery-topic2-revision.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,12-domain-discovery-topic2-revision.md,62702,7033,.md,3,True,False,0ed1e8597ec733b16ca8f0951550125cac027815fda817bf2671b8e3626ac3c3,8,XD-004,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/12-domain-discovery-topic2-revision.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/12-domain-discovery-topic2-revision.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/13-domain-discovery-consolidation.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,13-domain-discovery-consolidation.md,75673,9152,.md,3,True,False,82d25a326e4676a9e83c11279c28c2bfe916eb56e3d605e4df2590b340be4f07,8,XD-042,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/13-domain-discovery-consolidation.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/13-domain-discovery-consolidation.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/14-architectural-review-global-domain.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,14-architectural-review-global-domain.md,34976,4575,.md,3,True,False,15eebf8a7845c74a562e971baffc4ca07f66207b0eb75555deb14dc13a1b2279,9,XD-008,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/14-architectural-review-global-domain.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/14-architectural-review-global-domain.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/15-domain-discovery-topic4-behaviour.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,15-domain-discovery-topic4-behaviour.md,139882,17349,.md,3,True,False,8be2133dd4302515abd32ae97d4264deda9ae5577a7caf66dd89bc9125ab29cc,8,XD-044,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/15-domain-discovery-topic4-behaviour.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/15-domain-discovery-topic4-behaviour.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/16-domain-discovery-topic3.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,16-domain-discovery-topic3.md,98591,12292,.md,3,True,False,f6ce0caa6457b3b573ea7ef4f245c563eac474958ad2c37dca96d2dcf6d76608,8,XD-079,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/16-domain-discovery-topic3.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/16-domain-discovery-topic3.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/17-domain-integrity-review.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,17-domain-integrity-review.md,56794,7507,.md,3,True,False,208a4a7610ee77bd3ea92175ca7781200b2ca5122b0dcdd95e6e197a5445ba46,8,XD-012,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/17-domain-integrity-review.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/17-domain-integrity-review.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/18-domain-resolution-analysis.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,18-domain-resolution-analysis.md,67941,9103,.md,3,True,False,8e9a38de60815f397e77a4631f3d845042dd186e5b018280fb8451dd6b0bab0c,8,XD-046,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/18-domain-resolution-analysis.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/18-domain-resolution-analysis.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/19-domain-architecture.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,19-domain-architecture.md,114709,12334,.md,3,True,False,0d9e019903321b227c8d399c14a8aa926e7f78c90361653145dc9a25afd4561b,8,XD-003,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/19-domain-architecture.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/19-domain-architecture.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/20-domain-architecture-validation.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,20-domain-architecture-validation.md,95160,11771,.md,3,True,False,333f179e116447071bec460a6704ed5576d8e6238060b4fec5f91310df8b66be,8,XD-020,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/20-domain-architecture-validation.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/20-domain-architecture-validation.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/21-domain-architecture-frozen-baseline.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,21-domain-architecture-frozen-baseline.md,108803,12005,.md,3,True,False,5714e0c76d2cc9c87b61af4eea0a267ffbaf815376332f9b84d5e1c97de1ba9c,9,XD-027,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/21-domain-architecture-frozen-baseline.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/21-domain-architecture-frozen-baseline.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/22-post-freeze-platform-architecture-review.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,22-post-freeze-platform-architecture-review.md,79823,8912,.md,3,True,False,886716950b7b3ba5a9dfcef3fedcfb467eb66b1c3860b80323d43b856f308da3,9,XD-043,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/22-post-freeze-platform-architecture-review.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/22-post-freeze-platform-architecture-review.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/23-laravel-ecosystem-build-vs-buy-review.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,23-laravel-ecosystem-build-vs-buy-review.md,116374,13571,.md,3,True,False,c09fa4f087aca72d3921e8525450afef3d9edd9c719fd211c77268743be52c29,9,XD-065,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/23-laravel-ecosystem-build-vs-buy-review.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/23-laravel-ecosystem-build-vs-buy-review.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/24-final-platform-and-capability-architecture.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,24-final-platform-and-capability-architecture.md,117115,13899,.md,3,True,False,217973d4b8416b598b5f2bcca737799bed40d08d73756fabbc524549ad91b9fa,9,XD-014,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/24-final-platform-and-capability-architecture.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/24-final-platform-and-capability-architecture.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/26-pre-implementation-reconciliation.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,26-pre-implementation-reconciliation.md,57858,7146,.md,3,True,False,fd8691af9a925206dd726cbf32983d1873304fe2f9a387ab51c558a6b0d711ad,9,XD-083,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/26-pre-implementation-reconciliation.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/26-pre-implementation-reconciliation.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/27-final-corrected-pre-implementation-blueprint.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,27-final-corrected-pre-implementation-blueprint.md,85973,10551,.md,3,True,False,c9a0bdaf8cc2c3e8fd18ee1440e025737e821477605e34cb57f68d57cf55a8b9,9,XD-070,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/27-final-corrected-pre-implementation-blueprint.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/27-final-corrected-pre-implementation-blueprint.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/28-package-verification-audit.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,28-package-verification-audit.md,57038,7335,.md,3,True,False,bcd2c53ee3004be3d6f16e80bbe72d442122502d69526a63cdc7f780cd3ebbac,8,XD-063,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/28-package-verification-audit.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/28-package-verification-audit.md; representative considered instead.,
StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive/29-rbac-decision.md,StudyNexus-Pre-Implementation-Baseline/PRE-IMPLEMENTATION-BASELINE/archive,29-rbac-decision.md,4203,461,.md,3,True,False,992b84c7d063f6b4a9d7db3209d98030705a650c76ad81397f1cd23e391910f7,9,XD-049,STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/29-rbac-decision.md,True,exact_duplicate_copy,False,Exact byte duplicate of STUDYNEXUS-V4.6-SOURCE-CORPUS/PRE-IMPLEMENTATION-BASELINE-V2/archive/29-rbac-decision.md; representative considered instead.,
